sub_location,bed_rooms,bath_rooms,house_size,land_size,price,garden,commercial_area,luxury_level
Thalawathugoda,5,4,3000.0 sqft,8.0 perches,"Rs 33,000,000.00",False,False,luxury
Thalawathugoda,2,2,986.0 sqft,5.5 perches,"Rs 37,500,000.00",False,False,luxury
Thalawathugoda,5,5,6000.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,9.5 perches,"Rs 150,000,000.00",True,True,luxury
Thalawathugoda,4,2,1855.0 sqft,6.0 perches,"Rs 21,500,000.00",False,True,semi luxury
Thalawathugoda,5,5,3000.0 sqft,7.5 perches,"Rs 68,000,000.00",False,True,luxury
Thalawathugoda,4,3,1800.0 sqft,11.0 perches,"Rs 38,500,000.00",False,False,luxury
Thalawathugoda,6,5,7500.0 sqft,20.0 perches,"Rs 160,000,000.00",False,True,luxury
Thalawathugoda,3,3,3900.0 sqft,14.2 perches,"Rs 95,000,000.00",True,True,luxury
Thalawathugoda,5,3,2800.0 sqft,7.5 perches,"Rs 45,000,000.00",False,True,luxury
Thalawathugoda,3,2,2500.0 sqft,51.0 perches,"Rs 210,000,000.00",True,True,luxury
Thalawathugoda,5,4,3564.0 sqft,10.0 perches,"Rs 65,000,000.00",True,True,luxury
Thalawathugoda,5,4,6002.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,9.0 perches,"Rs 57,500,000.00",False,True,luxury
Thalawathugoda,5,5,6500.0 sqft,20.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,4,3,3325.0 sqft,21.5 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,4,3,3766.0 sqft,10.0 perches,"Rs 77,500,000.00",False,True,luxury
Thalawathugoda,5,4,3458.0 sqft,10.0 perches,"Rs 65,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,24.0 perches,"Rs 80,000,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 79,500,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,8.5 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,5,6,6500.0 sqft,20.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,5,4,2550.0 sqft,7.7 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,3,3,2300.0 sqft,10.0 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,6,3,1370.0 sqft,10.0 perches,"Rs 25,000,000.00",True,True,semi luxury
Thalawathugoda,4,3,3200.0 sqft,7.9 perches,"Rs 70,000,000.00",False,True,luxury
Thalawathugoda,3,3,1850.0 sqft,6.5 perches,"Rs 32,500,000.00",True,True,luxury
Thalawathugoda,5,4,3400.0 sqft,7.0 perches,"Rs 43,000,000.00",False,True,luxury
Thalawathugoda,4,4,4500.0 sqft,30.0 perches,"Rs 150,000,000.00",False,True,luxury
Thalawathugoda,3,2,1500.0 sqft,20.0 perches,"Rs 33,000,000.00",False,True,luxury
Thalawathugoda,4,4,4600.0 sqft,11.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,5,5,7510.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,8.0 perches,"Rs 54,000,000.00",False,True,luxury
Thalawathugoda,4,4,4500.0 sqft,11.2 perches,"Rs 80,000,000.00",True,True,luxury
Thalawathugoda,5,4,3000.0 sqft,21.0 perches,"Rs 47,500,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,8.5 perches,"Rs 32,000,000.00",False,False,luxury
Thalawathugoda,5,4,4000.0 sqft,50.0 perches,"Rs 130,000,000.00",True,True,luxury
Thalawathugoda,4,3,5000.0 sqft,10.0 perches,"Rs 79,000,000.00",True,True,luxury
Thalawathugoda,4,4,3200.0 sqft,10.0 perches,"Rs 45,000,000.00",False,True,luxury
Thalawathugoda,3,2,1660.0 sqft,6.0 perches,"Rs 14,000,000.00",False,True,basic
Thalawathugoda,4,4,4800.0 sqft,18.7 perches,"Rs 130,000,000.00",False,True,luxury
Thalawathugoda,5,4,4200.0 sqft,11.0 perches,"Rs 78,500,000.00",False,True,luxury
Thalawathugoda,5,4,3500.0 sqft,7.5 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,2948.0 sqft,11.6 perches,"Rs 68,500,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,10.0 perches,"Rs 42,000,000.00",False,True,luxury
Thalawathugoda,3,1,1100.0 sqft,12.8 perches,"Rs 17,500,000.00",False,True,semi luxury
Thalawathugoda,4,3,2300.0 sqft,18.0 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,4,5,4000.0 sqft,11.2 perches,"Rs 97,000,000.00",False,True,luxury
Thalawathugoda,4,4,4200.0 sqft,12.0 perches,"Rs 78,500,000.00",False,True,luxury
Thalawathugoda,5,5,7000.0 sqft,19.8 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,4,2,3000.0 sqft,10.6 perches,"Rs 38,000,000.00",False,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,5,5,4530.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,3,5500.0 sqft,28.0 perches,"Rs 160,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,8.0 perches,"Rs 45,000,000.00",False,True,luxury
Thalawathugoda,3,3,2500.0 sqft,7.0 perches,"Rs 54,500,000.00",True,True,luxury
Thalawathugoda,3,3,2012.0 sqft,6.0 perches,"Rs 37,500,000.00",False,True,luxury
Thalawathugoda,4,4,4200.0 sqft,11.2 perches,"Rs 78,500,000.00",True,True,luxury
Thalawathugoda,4,4,4800.0 sqft,10.0 perches,"Rs 79,000,000.00",False,True,luxury
Thalawathugoda,4,3,2500.0 sqft,10.0 perches,"Rs 38,000,000.00",False,False,luxury
Thalawathugoda,4,3,2650.0 sqft,6.75 perches,"Rs 22,500,000.00",False,True,semi luxury
Thalawathugoda,4,3,2400.0 sqft,11.8 perches,"Rs 28,500,000.00",True,True,semi luxury
Thalawathugoda,5,4,3600.0 sqft,6.6 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,3,3,1700.0 sqft,8.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Thalawathugoda,5,3,2850.0 sqft,7.05 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,3,1,2000.0 sqft,10.5 perches,"Rs 15,000,000.00",False,True,semi luxury
Thalawathugoda,4,3,2720.0 sqft,9.2 perches,"Rs 49,000,000.00",True,True,luxury
Thalawathugoda,4,4,4320.0 sqft,8.0 perches,"Rs 71,000,000.00",False,True,luxury
Thalawathugoda,4,3,3000.0 sqft,7.5 perches,"Rs 44,000,000.00",True,True,luxury
Thalawathugoda,4,4,3830.0 sqft,15.7 perches,"Rs 60,000,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 75,000,000.00",False,True,luxury
Thalawathugoda,3,3,2400.0 sqft,8.4 perches,"Rs 79,000,000.00",True,True,luxury
Thalawathugoda,4,2,2500.0 sqft,10.0 perches,"Rs 31,000,000.00",True,True,luxury
Thalawathugoda,3,2,1800.0 sqft,11.0 perches,"Rs 41,000,000.00",False,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 88,000,000.00",True,True,luxury
Thalawathugoda,4,4,4200.0 sqft,11.2 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,5,5,6000.0 sqft,19.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,6,5,6500.0 sqft,24.0 perches,"Rs 85,000,000.00",False,True,luxury
Thalawathugoda,5,5,3500.0 sqft,16.0 perches,"Rs 100,000,000.00",True,True,luxury
Thalawathugoda,5,4,4000.0 sqft,10.0 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,5,5,2650.0 sqft,7.0 perches,"Rs 60,000,000.00",False,True,luxury
Thalawathugoda,5,2,2500.0 sqft,25.0 perches,"Rs 60,000,000.00",False,True,luxury
Thalawathugoda,4,4,4500.0 sqft,11.2 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,18.0 perches,"Rs 47,500,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 79,000,000.00",True,True,luxury
Thalawathugoda,5,3,3500.0 sqft,7.5 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,7.5 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,6.6 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,5,5,5500.0 sqft,20.0 perches,"Rs 148,000,000.00",False,True,luxury
Thalawathugoda,4,1,1500.0 sqft,15.0 perches,"Rs 29,000,000.00",True,True,semi luxury
Thalawathugoda,5,5,5000.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,5,2,4000.0 sqft,25.0 perches,"Rs 61,000,000.00",True,True,luxury
Thalawathugoda,6,6,6500.0 sqft,35.0 perches,"Rs 255,000,000.00",False,True,luxury
Thalawathugoda,4,4,2380.0 sqft,10.5 perches,"Rs 44,000,000.00",False,True,luxury
Thalawathugoda,4,4,4000.0 sqft,11.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,5,6,6200.0 sqft,19.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,10.0 perches,"Rs 59,000,000.00",False,True,luxury
Thalawathugoda,3,3,3000.0 sqft,8.0 perches,"Rs 44,000,000.00",False,True,luxury
Thalawathugoda,3,2,2000.0 sqft,10.0 perches,"Rs 32,500,000.00",False,True,luxury
Thalawathugoda,4,3,3000.0 sqft,20.0 perches,"Rs 31,500,000.00",False,True,luxury
Thalawathugoda,5,3,2405.0 sqft,7.1 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,10.0 perches,"Rs 75,000,000.00",False,True,luxury
Thalawathugoda,5,4,4200.0 sqft,11.0 perches,"Rs 80,000,000.00",False,True,luxury
Thalawathugoda,5,4,2750.0 sqft,7.75 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,2850.0 sqft,8.0 perches,"Rs 71,000,000.00",True,True,luxury
Thalawathugoda,3,2,1550.0 sqft,10.0 perches,"Rs 28,000,000.00",True,True,semi luxury
Thalawathugoda,5,2,2800.0 sqft,10.0 perches,"Rs 35,000,000.00",False,True,luxury
Thalawathugoda,3,3,1750.0 sqft,8.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Thalawathugoda,3,2,1800.0 sqft,6.5 perches,"Rs 15,500,000.00",False,True,semi luxury
Thalawathugoda,4,4,4500.0 sqft,45.0 perches,"Rs 200,000,000.00",True,True,luxury
Thalawathugoda,4,3,2400.0 sqft,16.5 perches,"Rs 49,500,000.00",True,True,luxury
Thalawathugoda,4,4,5200.0 sqft,10.0 perches,"Rs 46,000,000.00",True,True,luxury
Thalawathugoda,4,4,3800.0 sqft,20.0 perches,"Rs 140,000,000.00",True,True,luxury
Thalawathugoda,6,3,4500.0 sqft,10.48 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,5,4,3000.0 sqft,8.0 perches,"Rs 56,000,000.00",True,True,luxury
Thalawathugoda,5,2,2700.0 sqft,10.0 perches,"Rs 23,000,000.00",False,False,semi luxury
Thalawathugoda,5,2,2700.0 sqft,10.0 perches,"Rs 23,000,000.00",False,True,semi luxury
Thalawathugoda,4,4,4200.0 sqft,10.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,4,4,3600.0 sqft,10.5 perches,"Rs 44,000,000.00",False,True,luxury
Thalawathugoda,3,3,1700.0 sqft,8.0 perches,"Rs 27,000,000.00",False,True,semi luxury
Thalawathugoda,2,2,986.0 sqft,10.0 perches,"Rs 37,500,000.00",False,False,luxury
Thalawathugoda,5,5,6452.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,3,3,1350.0 sqft,6.5 perches,"Rs 30,000,000.00",True,True,semi luxury
Thalawathugoda,4,3,2680.0 sqft,7.0 perches,"Rs 37,000,000.00",False,True,luxury
Thalawathugoda,4,3,3000.0 sqft,7.8 perches,"Rs 68,500,000.00",True,True,luxury
Thalawathugoda,5,4,2900.0 sqft,21.5 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,3,3,986.0 sqft,6.0 perches,"Rs 37,500,000.00",False,True,luxury
Thalawathugoda,4,2,2500.0 sqft,18.0 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,4,3,2500.0 sqft,10.0 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,4,2,2718.0 sqft,12.0 perches,"Rs 34,000,000.00",False,True,luxury
Thalawathugoda,5,5,6480.0 sqft,45.0 perches,"Rs 200,000,000.00",True,True,luxury
Thalawathugoda,6,4,6000.0 sqft,24.0 perches,"Rs 85,000,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,6.0 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,3,2,2500.0 sqft,10.0 perches,"Rs 32,500,000.00",False,True,luxury
Thalawathugoda,4,3,3500.0 sqft,10.0 perches,"Rs 42,500,000.00",False,True,luxury
Thalawathugoda,6,5,6000.0 sqft,19.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,5,4,2750.0 sqft,7.81 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,7000.0 sqft,45.0 perches,"Rs 200,000,000.00",True,True,luxury
Thalawathugoda,5,3,3800.0 sqft,18.5 perches,"Rs 47,000,000.00",True,True,luxury
Thalawathugoda,3,1,1700.0 sqft,8.0 perches,"Rs 27,000,000.00",False,True,semi luxury
Thalawathugoda,3,2,1500.0 sqft,10.0 perches,"Rs 33,000,000.00",False,True,luxury
Thalawathugoda,4,4,4500.0 sqft,14.0 perches,"Rs 69,500,000.00",True,True,luxury
Thalawathugoda,3,3,2500.0 sqft,7.0 perches,"Rs 54,000,000.00",True,True,luxury
Thalawathugoda,5,6,6000.0 sqft,19.5 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,5,4,4250.0 sqft,11.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,5,3,3000.0 sqft,8.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,9.0 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,4,4,3700.0 sqft,6.8 perches,"Rs 67,000,000.00",True,True,luxury
Thalawathugoda,4,3,1200.0 sqft,15.0 perches,"Rs 37,000,000.00",False,True,luxury
Thalawathugoda,3,2,2005.0 sqft,6.0 perches,"Rs 32,000,000.00",True,True,luxury
Thalawathugoda,3,3,2005.0 sqft,6.0 perches,"Rs 32,000,000.00",True,True,luxury
Thalawathugoda,5,5,3200.0 sqft,9.0 perches,"Rs 32,500,000.00",False,True,luxury
Thalawathugoda,5,4,3000.0 sqft,8.0 perches,"Rs 48,000,000.00",True,True,luxury
Thalawathugoda,5,3,2500.0 sqft,7.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,3,2,1800.0 sqft,20.0 perches,"Rs 33,000,000.00",False,True,luxury
Thalawathugoda,3,2,1900.0 sqft,11.0 perches,"Rs 41,000,000.00",False,True,luxury
Thalawathugoda,5,4,3680.0 sqft,11.0 perches,"Rs 78,000,000.00",False,True,luxury
Thalawathugoda,4,3,3000.0 sqft,9.0 perches,"Rs 39,500,000.00",True,True,luxury
Thalawathugoda,5,4,3000.0 sqft,8.0 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,4,4,3500.0 sqft,12.0 perches,"Rs 26,000,000.00",False,False,semi luxury
Thalawathugoda,4,4,4200.0 sqft,11.5 perches,"Rs 77,500,000.00",False,True,luxury
Thalawathugoda,4,3,2850.0 sqft,18.0 perches,"Rs 48,000,000.00",False,True,luxury
Thalawathugoda,4,3,3345.0 sqft,8.5 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,5,5,5000.0 sqft,15.0 perches,"Rs 145,000,000.00",False,True,luxury
Thalawathugoda,4,3,2500.0 sqft,6.5 perches,"Rs 68,000,000.00",False,True,luxury
Thalawathugoda,5,4,6000.0 sqft,7.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,3,4300.0 sqft,10.2 perches,"Rs 49,000,000.00",False,True,luxury
Thalawathugoda,4,4,6000.0 sqft,11.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,12.0 perches,"Rs 43,500,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,9.8 perches,"Rs 69,000,000.00",True,True,luxury
Thalawathugoda,2,1,1280.0 sqft,9.0 perches,"Rs 21,000,000.00",False,True,semi luxury
Thalawathugoda,4,3,2780.0 sqft,9.2 perches,"Rs 48,500,000.00",False,True,luxury
Thalawathugoda,6,5,6500.0 sqft,24.0 perches,"Rs 85,000,000.00",True,True,luxury
Thalawathugoda,5,4,2405.0 sqft,7.1 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,5,4,6000.0 sqft,23.5 perches,"Rs 82,000,000.00",False,True,luxury
Thalawathugoda,5,5,6280.0 sqft,19.5 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,5,4,2500.0 sqft,7.25 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,6.6 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,7.5 perches,"Rs 54,500,000.00",True,True,luxury
Thalawathugoda,5,3,2900.0 sqft,10.85 perches,"Rs 39,000,000.00",False,True,luxury
Thalawathugoda,5,4,4000.0 sqft,20.0 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,3,1,1254.0 sqft,11.0 perches,"Rs 25,000,000.00",False,True,semi luxury
Thalawathugoda,4,4,3100.0 sqft,8.0 perches,"Rs 73,800,000.00",False,True,luxury
Thalawathugoda,4,3,3000.0 sqft,50.2 perches,"Rs 135,000,000.00",True,True,luxury
Thalawathugoda,5,4,4685.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,8.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,5,4,4250.0 sqft,20.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,4,3326.0 sqft,8.7 perches,"Rs 77,900,000.00",True,True,luxury
Thalawathugoda,5,3,4600.0 sqft,11.0 perches,"Rs 85,000,000.00",False,True,luxury
Thalawathugoda,4,4,3870.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,6.5 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,2,1,1280.0 sqft,10.0 perches,"Rs 21,500,000.00",False,True,semi luxury
Thalawathugoda,5,5,5000.0 sqft,25.0 perches,"Rs 150,000,000.00",False,True,luxury
Thalawathugoda,6,6,6000.0 sqft,19.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,3,3,2500.0 sqft,8.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Thalawathugoda,5,6,6000.0 sqft,19.9 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,4,2550.0 sqft,30.6 perches,"Rs 74,000,000.00",True,True,luxury
Thalawathugoda,5,5,6100.0 sqft,20.0 perches,"Rs 190,000,000.00",True,True,luxury
Thalawathugoda,2,1,1800.0 sqft,10.0 perches,"Rs 24,000,000.00",False,True,semi luxury
Thalawathugoda,4,4,3500.0 sqft,7.65 perches,"Rs 67,000,000.00",False,True,luxury
Thalawathugoda,4,3,3750.0 sqft,10.0 perches,"Rs 65,000,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,10.0 perches,"Rs 49,500,000.00",True,True,luxury
Thalawathugoda,5,4,2500.0 sqft,7.71 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,3,1800.0 sqft,8.0 perches,"Rs 32,000,000.00",False,True,luxury
Thalawathugoda,3,2,1350.0 sqft,6.5 perches,"Rs 19,800,000.00",False,True,semi luxury
Thalawathugoda,4,4,3100.0 sqft,7.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3000.0 sqft,10.0 perches,"Rs 54,000,000.00",False,True,luxury
Thalawathugoda,5,4,2500.0 sqft,8.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,3,2810.0 sqft,10.0 perches,"Rs 54,000,000.00",False,True,luxury
Thalawathugoda,5,4,2405.0 sqft,7.1 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,5,4,4550.0 sqft,21.0 perches,"Rs 67,500,000.00",True,True,luxury
Thalawathugoda,4,3,2800.0 sqft,7.0 perches,"Rs 45,000,000.00",False,True,luxury
Thalawathugoda,4,3,4500.0 sqft,14.0 perches,"Rs 72,500,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,24.0 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,4,4,3445.0 sqft,7.06 perches,"Rs 66,000,000.00",True,True,luxury
Thalawathugoda,5,3,3000.0 sqft,7.0 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,4,4,3800.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,3,3250.0 sqft,8.0 perches,"Rs 48,000,000.00",True,True,luxury
Thalawathugoda,5,5,6000.0 sqft,19.0 perches,"Rs 190,000,000.00",True,True,luxury
Thalawathugoda,3,2,2178.0 sqft,10.0 perches,"Rs 32,000,000.00",True,True,luxury
Thalawathugoda,3,2,1250.0 sqft,10.0 perches,"Rs 28,500,000.00",False,True,semi luxury
Thalawathugoda,4,4,3200.0 sqft,10.0 perches,"Rs 28,000,000.00",True,True,semi luxury
Thalawathugoda,7,3,4500.0 sqft,10.48 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,4,3,3200.0 sqft,6.6 perches,"Rs 55,000,000.00",False,True,luxury
Thalawathugoda,4,3,3200.0 sqft,8.5 perches,"Rs 32,000,000.00",False,True,luxury
Thalawathugoda,4,4,4800.0 sqft,10.0 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,5,4,3000.0 sqft,8.0 perches,"Rs 46,000,000.00",False,True,luxury
Thalawathugoda,5,4,6000.0 sqft,20.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,8.0 perches,"Rs 44,000,000.00",True,True,luxury
Thalawathugoda,3,3,1850.0 sqft,7.0 perches,"Rs 18,500,000.00",False,False,semi luxury
Thalawathugoda,5,4,3800.0 sqft,8.99 perches,"Rs 64,000,000.00",False,True,luxury
Thalawathugoda,2,2,986.0 sqft,11.0 perches,"Rs 37,500,000.00",False,True,luxury
Thalawathugoda,6,4,5000.0 sqft,12.5 perches,"Rs 75,000,000.00",False,True,luxury
Thalawathugoda,2,2,986.0 sqft,5.5 perches,"Rs 37,500,000.00",False,True,luxury
Thalawathugoda,3,3,1300.0 sqft,8.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Thalawathugoda,5,4,6580.0 sqft,14.5 perches,"Rs 225,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,11.5 perches,"Rs 78,000,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,7.0 perches,"Rs 64,000,000.00",True,True,luxury
Thalawathugoda,5,3,3000.0 sqft,7.82 perches,"Rs 50,000,000.00",True,True,luxury
Thalawathugoda,5,3,2912.0 sqft,10.85 perches,"Rs 41,500,000.00",True,True,luxury
Thalawathugoda,4,4,2178.0 sqft,8.0 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,5,3,2500.0 sqft,7.5 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,4,3500.0 sqft,22.5 perches,"Rs 80,000,000.00",True,True,luxury
Thalawathugoda,6,6,6500.0 sqft,20.0 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,6,4,6500.0 sqft,24.0 perches,"Rs 85,000,000.00",True,True,luxury
Thalawathugoda,3,3,1500.0 sqft,8.0 perches,"Rs 26,000,000.00",False,True,semi luxury
Thalawathugoda,3,3,2250.0 sqft,6.0 perches,"Rs 32,500,000.00",True,True,luxury
Thalawathugoda,5,3,2600.0 sqft,7.3 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,5,4,2850.0 sqft,8.0 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,3,2400.0 sqft,10.0 perches,"Rs 59,000,000.00",False,True,luxury
Thalawathugoda,8,5,6500.0 sqft,16.0 perches,"Rs 165,000,000.00",False,True,luxury
Thalawathugoda,4,4,3600.0 sqft,10.5 perches,"Rs 45,000,000.00",False,True,luxury
Thalawathugoda,5,3,2900.0 sqft,10.85 perches,"Rs 39,000,000.00",False,False,luxury
Thalawathugoda,4,3,2955.0 sqft,10.0 perches,"Rs 41,000,000.00",False,True,luxury
Thalawathugoda,5,6,6380.0 sqft,19.5 perches,"Rs 195,000,000.00",True,True,luxury
Thalawathugoda,4,4,4000.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,4,3660.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,4,4,3675.0 sqft,10.0 perches,"Rs 77,500,000.00",True,True,luxury
Thalawathugoda,6,4,6508.0 sqft,24.0 perches,"Rs 85,000,000.00",True,True,luxury
Thalawathugoda,4,3,3200.0 sqft,10.0 perches,"Rs 27,500,000.00",False,True,semi luxury
Thalawathugoda,6,4,3500.0 sqft,12.5 perches,"Rs 75,000,000.00",True,True,luxury
Thalawathugoda,5,3,2925.0 sqft,10.85 perches,"Rs 41,500,000.00",True,True,luxury
Thalawathugoda,3,2,986.0 sqft,5.0 perches,"Rs 37,500,000.00",False,True,luxury
Thalawathugoda,4,2,3000.0 sqft,10.64 perches,"Rs 39,200,000.00",False,False,luxury
Thalawathugoda,4,3,3800.0 sqft,10.0 perches,"Rs 60,000,000.00",True,True,luxury
Thalawathugoda,5,4,4800.0 sqft,8.0 perches,"Rs 89,000,000.00",False,True,luxury
Thalawathugoda,5,4,4200.0 sqft,11.0 perches,"Rs 77,500,000.00",False,True,luxury
Thalawathugoda,4,4,3800.0 sqft,11.5 perches,"Rs 77,500,000.00",False,True,luxury
Thalawathugoda,5,3,3500.0 sqft,7.5 perches,"Rs 58,000,000.00",False,True,luxury
Thalawathugoda,5,5,6380.0 sqft,19.0 perches,"Rs 180,000,000.00",True,True,luxury
Thalawathugoda,4,4,3728.0 sqft,8.0 perches,"Rs 75,100,000.00",False,True,luxury
Thalawathugoda,5,3,2850.0 sqft,7.71 perches,"Rs 58,000,000.00",True,True,luxury
Thalawathugoda,4,2,1500.0 sqft,15.0 perches,"Rs 29,000,000.00",False,True,semi luxury
Thalawathugoda,4,4,7000.0 sqft,7.0 perches,"Rs 200,000,000.00",True,True,luxury
Thalawathugoda,4,3,3000.0 sqft,8.5 perches,"Rs 54,500,000.00",True,True,luxury
Thalawathugoda,4,3,3500.0 sqft,6.0 perches,"Rs 55,000,000.00",True,True,luxury
Thalawathugoda,5,4,5000.0 sqft,23.5 perches,"Rs 110,000,000.00",True,True,luxury
Thalawathugoda,4,5,5600.0 sqft,9.7 perches,"Rs 100,000,000.00",True,True,luxury
